Name,content
破双非是我的案底,高中阴差阳错进了市重点的重点班，耳濡目染的都是“非985211不读”的言语。依稀记得当时我在班里排名倒数，班主任语重心长对我说：“加油考进班里30名以前，争取考个中大。” 	 到底是我脑子不够灵光，还是我并没有真正地努力学习，导致考上双非的原因永远也不会知道了。 	 现在我只知道，不管我以后再读多好的学校也洗不掉本科的污痕；看到高中同学在顶尖高校的日常，心里对自己满满的悔恨；应聘面试时提起自己的本科学校，会有一丝羞愧；有些人听到我的本科学校会露出“你我心知肚明”的笑；考研考公留学就业，无论哪条路对我来说门槛都更高，甚至有一些路是禁止进入的…… 	 有时在半夜焦虑得睡不着，抓心挠肝地自责，为什么没有考上985？如果考上985这一切会不会不一样。
